时间,地区名称,当月数量(吨),当月金额(美元),累计数量(吨),累计金额(美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-01,陕西省,95949.50,19992393.00,95950.00,19992393.00,143,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,云南省,10275.00,3032390.00,10275.00,3032390.00,144,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,贵州省,0.00,0.00,0.00,0.00,145,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,四川省,600.00,164767.00,600.00,164767.00,146,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,海南省,0.00,0.00,0.00,0.00,147,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,广西区,9674.00,2893083.00,9674.00,2893083.00,148,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,广东省,83381.70,23232640.00,83382.00,23232640.00,149,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,全国,839324.70,201220615.00,839325.00,201220615.00,150,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2023-12,湖南省,0.00,0.00,4971.00,1086325.00,151,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,湖北省,0.00,0.00,53229.00,9650805.00,152,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,河南省,0.00,0.00,1371.00,492871.00,153,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,山东省,225137.00,68725391.00,2195683.00,679243979.00,154,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,江西省,0.00,0.00,4407.00,831063.00,155,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,福建省,90742.00,27259354.00,784575.00,212736783.00,156,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,安徽省,0.00,0.00,0.00,0.00,157,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,浙江省,0.00,0.00,768649.00,200806244.00,158,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
2023-12,江苏省,57305.00,13410751.00,458532.00,111402715.00,159,2023-12-31 00:00:00,1,0,2024-07-21 00:35:19,0,2024-07-21 00:35:19,,,
