时间,库存合计(万吨),调入量(万吨),吞吐量(万吨),锚地船舶(艘),预到船舶(艘),铁路到车(车),港口卸车(车),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-01-23,440.50,40.20,29.20,25.00,12.00,5037.00,5048.00,1640,2020-01-23 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-22,429.50,42.10,46.10,21.00,11.00,5142.00,5199.00,1641,2020-01-22 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-21,433.50,51.30,55.80,20.00,10.00,6291.00,6379.00,1642,2020-01-21 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-20,438.00,44.80,52.30,18.00,6.00,5772.00,5531.00,1643,2020-01-20 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-19,445.50,46.60,51.60,21.00,6.00,5658.00,5671.00,1644,2020-01-19 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-18,450.50,45.20,42.70,23.00,5.00,5512.00,5585.00,1645,2020-01-18 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-17,448.00,43.60,45.10,23.00,5.00,5507.00,5421.00,1646,2020-01-17 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-16,449.50,48.10,53.10,19.00,14.00,5982.00,6033.00,1647,2020-01-16 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-15,454.50,43.80,42.30,21.00,10.00,5457.00,5451.00,1648,2020-01-15 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-14,453.00,47.80,52.80,25.00,7.00,5972.00,5996.00,1649,2020-01-14 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-13,458.00,37.80,55.30,23.00,10.00,4821.00,4752.00,1650,2020-01-13 00:00:00,1,0,2024-07-20 10:09:45,0,2024-07-20 10:09:45,,,
2020-01-12,475.50,40.50,44.50,26.00,8.00,4982.00,4982.00,1651,2020-01-12 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-11,479.50,43.60,41.60,26.00,8.00,5334.00,5422.00,1652,2020-01-11 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-10,477.50,35.60,44.60,24.00,11.00,4506.00,4489.00,1653,2020-01-10 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-09,486.50,37.80,43.30,18.00,12.00,4827.00,4756.00,1654,2020-01-09 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-08,492.00,44.20,43.70,26.00,10.00,5457.00,5537.00,1655,2020-01-08 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-07,491.50,43.80,58.80,29.00,5.00,5558.00,5478.00,1656,2020-01-07 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-06,506.50,37.40,53.90,32.00,1.00,4719.00,4719.00,1657,2020-01-06 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-05,523.00,42.10,60.10,28.00,4.00,5136.00,5136.00,1658,2020-01-05 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-04,541.00,45.20,64.20,29.00,9.00,5661.00,5661.00,1659,2020-01-04 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-03,560.00,50.20,50.20,35.00,5.00,5763.00,6244.00,1660,2020-01-03 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-02,560.00,50.70,45.70,25.00,18.00,6819.00,6338.00,1661,2020-01-02 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2020-01-01,555.00,44.00,34.60,29.00,9.00,5460.00,5518.00,1662,2020-01-01 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-31,524.50,47.70,44.70,26.00,7.00,5817.00,5914.00,1663,2019-12-31 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-30,521.50,55.00,42.50,28.00,13.00,6615.00,6829.00,1664,2019-12-30 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-29,509.00,36.40,33.40,25.00,10.00,4812.00,4500.00,1665,2019-12-29 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-28,506.00,45.20,58.20,17.00,10.00,5507.00,5642.00,1666,2019-12-28 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-27,519.00,42.20,51.20,21.00,7.00,5247.00,5112.00,1667,2019-12-27 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-26,528.00,51.10,49.60,24.00,8.00,6294.00,6385.00,1668,2019-12-26 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-25,526.50,48.90,55.90,20.00,11.00,6227.00,6176.00,1669,2019-12-25 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-24,533.50,44.70,41.70,19.00,14.00,5562.00,5576.00,1670,2019-12-24 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-23,530.50,42.50,45.00,20.00,8.00,5349.00,5315.00,1671,2019-12-23 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-22,533.00,47.30,57.80,21.00,11.00,5811.00,5883.00,1672,2019-12-22 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-21,543.50,46.30,49.80,24.00,5.00,5822.00,5809.00,1673,2019-12-21 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-20,547.00,44.50,51.50,25.00,8.00,5454.00,5480.00,1674,2019-12-20 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-19,554.00,47.50,55.50,22.00,11.00,5775.00,5775.00,1675,2019-12-19 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-18,562.00,42.40,54.40,29.00,3.00,5341.00,5388.00,1676,2019-12-18 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-17,574.00,46.90,52.90,33.00,6.00,5969.00,5893.00,1677,2019-12-17 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-16,580.00,45.50,57.50,27.00,8.00,5670.00,5656.00,1678,2019-12-16 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-15,592.00,50.70,55.70,24.00,10.00,6342.00,6330.00,1679,2019-12-15 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-14,597.00,48.50,46.50,21.00,12.00,6133.00,6094.00,1680,2019-12-14 00:00:00,1,0,2024-07-20 10:09:49,0,2024-07-20 10:09:49,,,
2019-12-13,595.00,41.30,48.30,15.00,13.00,5248.00,5254.00,1681,2019-12-13 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-12,602.00,48.80,55.30,16.00,9.00,5925.00,5908.00,1682,2019-12-12 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-11,608.50,52.50,40.50,16.00,7.00,6223.00,6428.00,1683,2019-12-11 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-10,596.50,52.90,53.40,19.00,4.00,6656.00,6544.00,1684,2019-12-10 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-09,597.00,47.30,47.80,15.00,5.00,5871.00,5999.00,1685,2019-12-09 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-08,597.50,48.50,57.50,19.00,7.00,6131.00,5976.00,1686,2019-12-08 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-07,606.50,46.90,53.90,26.00,9.00,5644.00,5905.00,1687,2019-12-07 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-06,613.50,40.20,50.70,24.00,10.00,5141.00,4939.00,1688,2019-12-06 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-05,624.00,49.30,49.30,22.00,14.00,6126.00,6155.00,1689,2019-12-05 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-04,624.00,49.80,55.30,15.00,12.00,6388.00,6234.00,1690,2019-12-04 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-03,629.50,57.30,52.30,20.00,13.00,6709.00,7036.00,1691,2019-12-03 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-02,624.50,57.40,60.90,20.00,12.00,6821.00,7146.00,1692,2019-12-02 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-12-01,628.00,54.10,60.20,17.00,16.00,7082.00,6711.00,1693,2019-12-01 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-30,629.00,54.50,63.00,16.00,12.00,7010.00,6816.00,1694,2019-11-30 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-29,637.50,44.00,63.50,16.00,13.00,5549.00,5527.00,1695,2019-11-29 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-28,657.00,49.30,52.30,17.00,12.00,6028.00,6028.00,1696,2019-11-28 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-27,660.00,52.60,61.60,17.00,12.00,6701.00,6669.00,1697,2019-11-27 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-26,669.00,50.80,56.30,19.00,9.00,5979.00,6350.00,1698,2019-11-26 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-25,674.50,53.20,41.70,26.00,6.00,6918.00,6671.00,1699,2019-11-25 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-24,663.00,57.10,33.60,33.00,13.00,6923.00,7196.00,1700,2019-11-24 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-23,639.50,52.60,57.60,27.00,7.00,6856.00,6531.00,1701,2019-11-23 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-22,644.50,51.90,55.90,30.00,4.00,6500.00,6531.00,1702,2019-11-22 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-21,648.50,52.20,54.70,30.00,12.00,6542.00,6523.00,1703,2019-11-21 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-20,651.00,51.30,51.80,29.00,11.00,6546.00,6429.00,1704,2019-11-20 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-19,651.50,49.30,49.80,26.00,15.00,6081.00,6211.00,1705,2019-11-19 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-18,652.00,44.90,54.40,39.00,9.00,5652.00,5558.00,1706,2019-11-18 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-17,661.50,46.50,58.00,29.00,14.00,5616.00,5843.00,1707,2019-11-17 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-16,673.00,56.80,43.80,22.00,10.00,7125.00,7066.00,1708,2019-11-16 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-15,660.00,40.80,47.80,24.00,9.00,5240.00,5145.00,1709,2019-11-15 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-14,667.00,53.50,43.50,20.00,6.00,6659.00,6617.00,1710,2019-11-14 00:00:00,1,0,2024-07-20 10:09:53,0,2024-07-20 10:09:53,,,
2019-11-13,657.00,47.60,47.20,22.00,4.00,6075.00,6008.00,1711,2019-11-13 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-12,656.00,53.90,55.90,19.00,13.00,6763.00,6763.00,1712,2019-11-12 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-11,658.00,56.20,49.20,21.00,10.00,6816.00,6994.00,1713,2019-11-11 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-10,651.00,47.70,40.70,17.00,14.00,6141.00,6012.00,1714,2019-11-10 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-09,644.00,54.60,49.10,12.00,7.00,6711.00,6818.00,1715,2019-11-09 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-08,638.50,44.60,55.10,11.00,7.00,5661.00,5556.00,1716,2019-11-08 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-07,649.00,51.30,63.30,18.00,8.00,6237.00,6388.00,1717,2019-11-07 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-06,661.00,56.20,57.20,17.00,7.00,6815.00,6968.00,1718,2019-11-06 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-05,662.00,54.80,56.30,21.00,9.00,6975.00,6912.00,1719,2019-11-05 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-04,663.50,57.10,44.60,17.00,7.00,7180.00,7084.00,1720,2019-11-04 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-03,651.00,56.60,60.60,19.00,8.00,7140.00,7080.00,1721,2019-11-03 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-02,655.00,54.30,53.80,22.00,5.00,6979.00,6907.00,1722,2019-11-02 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-11-01,654.50,54.70,54.10,20.00,14.00,6865.00,6852.00,1723,2019-11-01 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-31,651.00,55.00,57.50,21.00,11.00,6817.00,6931.00,1724,2019-10-31 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-30,653.50,51.70,54.20,17.00,14.00,6564.00,6463.00,1725,2019-10-30 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-29,656.00,52.30,36.30,17.00,10.00,6400.00,6476.00,1726,2019-10-29 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-28,640.00,46.80,52.80,21.00,7.00,5976.00,5847.00,1727,2019-10-28 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-27,646.00,49.80,63.80,19.00,9.00,6188.00,6234.00,1728,2019-10-27 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-26,660.00,46.50,58.50,19.00,11.00,5877.00,5820.00,1729,2019-10-26 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-25,672.00,51.90,58.40,25.00,10.00,6393.00,6502.00,1730,2019-10-25 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-24,678.50,52.00,52.50,20.00,5.00,6504.00,6421.00,1731,2019-10-24 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-23,679.00,54.00,58.00,22.00,9.00,6500.00,6686.00,1732,2019-10-23 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-22,683.00,50.90,51.90,20.00,10.00,6600.00,6388.00,1733,2019-10-22 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-21,684.00,54.20,57.20,20.00,10.00,6606.00,6606.00,1734,2019-10-21 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-20,687.00,52.30,56.30,21.00,7.00,6231.00,6400.00,1735,2019-10-20 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-19,691.00,55.10,59.10,21.00,12.00,6764.00,6882.00,1736,2019-10-19 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-18,695.00,47.10,51.10,20.00,9.00,6141.00,5908.00,1737,2019-10-18 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-17,699.00,49.80,56.80,19.00,14.00,6239.00,6341.00,1738,2019-10-17 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-16,706.00,48.80,59.20,12.00,19.00,6038.00,6059.00,1739,2019-10-16 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-15,711.50,52.50,61.00,16.00,6.00,5880.00,5880.00,1740,2019-10-15 00:00:00,1,0,2024-07-20 10:09:56,0,2024-07-20 10:09:56,,,
2019-10-14,720.00,56.30,47.80,16.00,11.00,6931.00,6998.00,1741,2019-10-14 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-13,711.50,59.50,50.00,10.00,11.00,7549.00,7366.00,1742,2019-10-13 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-12,702.00,56.30,43.30,15.00,8.00,6771.00,7045.00,1743,2019-10-12 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-11,689.00,56.10,47.60,17.00,7.00,7024.00,6950.00,1744,2019-10-11 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-10,680.50,60.90,52.90,19.00,8.00,7398.00,7480.00,1745,2019-10-10 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-09,672.50,57.70,43.20,8.00,10.00,7080.00,7216.00,1746,2019-10-09 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-08,658.00,48.50,36.50,7.00,14.00,6236.00,6016.00,1747,2019-10-08 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-07,646.00,50.50,38.50,6.00,11.00,6202.00,6360.00,1748,2019-10-07 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-06,634.00,49.70,52.20,8.00,6.00,6350.00,6212.00,1749,2019-10-06 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-05,636.50,39.90,6.40,10.00,9.00,5135.00,4997.00,1750,2019-10-05 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-04,603.00,46.10,45.10,12.00,2.00,5354.00,5560.00,1751,2019-10-04 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-03,602.00,46.90,53.90,13.00,6.00,5983.00,5821.00,1752,2019-10-03 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-02,609.00,47.30,46.30,20.00,3.00,5874.00,5893.00,1753,2019-10-02 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-10-01,608.00,52.80,48.40,20.00,7.00,6190.00,6617.00,1754,2019-10-01 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-30,590.50,46.70,41.20,23.00,6.00,6141.00,5830.00,1755,2019-09-30 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-29,585.00,49.70,55.70,19.00,11.00,5983.00,6165.00,1756,2019-09-29 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-28,591.00,51.00,55.50,21.00,11.00,6291.00,6330.00,1757,2019-09-28 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-27,595.50,46.50,51.50,16.00,12.00,6062.00,5770.00,1758,2019-09-27 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-26,600.50,41.80,46.80,16.00,10.00,5136.00,5224.00,1759,2019-09-26 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-25,605.50,51.10,42.10,7.00,20.00,6399.00,6365.00,1760,2019-09-25 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-24,596.50,44.50,45.00,5.00,13.00,5868.00,5588.00,1761,2019-09-24 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-23,597.00,53.50,48.00,12.00,8.00,6600.00,6756.00,1762,2019-09-23 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-22,591.50,47.40,47.90,16.00,10.00,5933.00,5946.00,1763,2019-09-22 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-21,592.00,49.00,46.00,16.00,10.00,5972.00,6082.00,1764,2019-09-21 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-20,589.00,51.30,45.30,11.00,10.00,6562.00,6397.00,1765,2019-09-20 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-19,583.00,46.40,43.90,12.00,9.00,5457.00,5857.00,1766,2019-09-19 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-18,580.50,50.70,52.20,17.00,6.00,6821.00,6414.00,1767,2019-09-18 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-17,582.00,42.80,40.80,19.00,7.00,5339.00,5353.00,1768,2019-09-17 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-16,580.00,44.50,33.50,15.00,14.00,5666.00,5542.00,1769,2019-09-16 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-15,569.00,57.80,44.80,13.00,8.00,7136.00,7231.00,1770,2019-09-15 00:00:00,1,0,2024-07-20 10:09:59,0,2024-07-20 10:09:59,,,
2019-09-14,556.00,54.30,45.30,16.00,2.00,6862.00,6751.00,1771,2019-09-14 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-13,547.00,54.40,52.40,16.00,7.00,6659.00,6805.00,1772,2019-09-13 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-12,545.00,52.50,60.50,17.00,9.00,6556.00,6604.00,1773,2019-09-12 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-11,553.00,52.10,48.10,19.00,9.00,6602.00,6505.00,1774,2019-09-11 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-10,549.00,55.60,45.60,17.00,12.00,6873.00,6891.00,1775,2019-09-10 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-09,539.00,55.40,52.40,10.00,11.00,6815.00,6940.00,1776,2019-09-09 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-08,536.00,54.30,58.80,19.00,4.00,6981.00,6799.00,1777,2019-09-08 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-07,540.50,50.30,65.30,21.00,9.00,6189.00,6294.00,1778,2019-09-07 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-06,555.50,49.00,64.50,25.00,7.00,6294.00,6115.00,1779,2019-09-06 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-05,571.00,52.10,59.10,30.00,9.00,6489.00,6489.00,1780,2019-09-05 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-04,578.00,57.50,58.50,24.00,12.00,7083.00,7265.00,1781,2019-09-04 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-03,579.00,55.00,49.00,27.00,7.00,6911.00,6870.00,1782,2019-09-03 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-02,573.00,61.30,59.30,27.00,7.00,7605.00,7675.00,1783,2019-09-02 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-09-01,571.00,57.30,58.50,25.00,8.00,7181.00,7182.00,1784,2019-09-01 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-31,565.00,53.70,64.20,29.00,11.00,6820.00,6712.00,1785,2019-08-31 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-30,575.50,58.20,71.20,28.00,10.00,7082.00,7093.00,1786,2019-08-30 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-29,588.50,53.40,62.90,32.00,12.00,6504.00,6586.00,1787,2019-08-29 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-28,598.00,56.70,55.70,35.00,8.00,6867.00,7072.00,1788,2019-08-28 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-27,597.00,53.10,60.60,31.00,13.00,6767.00,6637.00,1789,2019-08-27 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-26,604.50,54.60,61.60,29.00,9.00,6816.00,6758.00,1790,2019-08-26 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-25,611.50,54.50,64.00,26.00,6.00,6876.00,6661.00,1791,2019-08-25 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-24,621.00,48.40,60.40,32.00,10.00,5918.00,6062.00,1792,2019-08-24 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-23,633.00,59.30,63.80,28.00,14.00,7026.00,7269.00,1793,2019-08-23 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-22,637.50,55.20,50.70,28.00,12.00,7084.00,6802.00,1794,2019-08-22 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-21,633.00,49.90,31.40,29.00,16.00,6285.00,6241.00,1795,2019-08-21 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
2019-08-20,614.50,52.80,39.80,29.00,5.00,6713.00,6663.00,1796,2019-08-20 00:00:00,1,0,2024-07-20 10:10:03,0,2024-07-20 10:10:03,,,
